source1_entity_id,missed_target_id,reason,country_mismatch,beyond_rank_cut,postings_budget_dropped
S1-14541988,S3-838869165,beyond_rank_cut,False,True,False
S1-889681716,S2-580261705,beyond_rank_cut,False,True,False
S1-62632211,S3-768580695,beyond_rank_cut,False,True,False
S1-510817063,S3-150462538,beyond_rank_cut,False,True,False
S1-518753588,S3-279007170,no_shared_term,False,False,False
S1-518753588,S3-567725427,beyond_rank_cut,False,True,False
S1-518753588,S3-82860715,beyond_rank_cut,False,True,False
S1-465791955,S2-815556727,no_shared_term,False,False,False
S1-733961272,S2-566690427,no_shared_term,False,False,False
S1-733961272,S3-318302554,no_shared_term,False,False,False
S1-733961272,S3-431627915,no_shared_term,False,False,False
S1-733961272,S3-548942431,no_shared_term,False,False,False
S1-878904874,S2-492743243,beyond_rank_cut,False,True,False
S1-559465748,S3-238149096,no_shared_term,False,False,False
S1-559465748,S3-529063159,no_shared_term,False,False,False
S1-93136530,S2-828254450,beyond_rank_cut,False,True,False
S1-93136530,S3-274663730,beyond_rank_cut,False,True,False
S1-171271069,S3-357841207,beyond_rank_cut,False,True,False
S1-132222606,S3-473759564,beyond_rank_cut,False,True,False
S1-108667277,S3-537570654,beyond_rank_cut,False,True,False
S1-856442289,S2-185171960,beyond_rank_cut,False,True,False
S1-856442289,S2-759323779,beyond_rank_cut,False,True,False
S1-353813872,S2-645824977,no_shared_term,False,False,False
S1-429879456,S2-814924904,no_shared_term,False,False,False
S1-429879456,S3-622571996,beyond_rank_cut,False,True,False
S1-478222711,S2-58132978,beyond_rank_cut,False,True,False
S1-502019687,S3-293670151,beyond_rank_cut,False,True,False
S1-644830606,S2-794095709,no_shared_term,False,False,False
S1-644830606,S3-834814676,no_shared_term,False,False,False
S1-683978618,S3-753400696,beyond_rank_cut,False,True,False
S1-97581850,S3-256916098,beyond_rank_cut,False,True,False
S1-97581850,S3-3248296,beyond_rank_cut,False,True,False
S1-97581850,S3-60652506,no_shared_term,False,False,False
S1-842006083,S2-262876642,beyond_rank_cut,False,True,False
S1-290196545,S2-882931229,no_shared_term,False,False,False
S1-859030799,S2-808841124,no_shared_term,False,False,False
S1-859030799,S3-900638540,no_shared_term,False,False,False
S1-71172417,S3-806740086,beyond_rank_cut,False,True,False
S1-719254155,S2-349371707,no_shared_term,False,False,False
S1-327326162,S3-739697873,no_shared_term,False,False,False
S1-303161839,S2-557617201,no_shared_term,False,False,False
S1-303161839,S3-602572832,no_shared_term,False,False,False
S1-887158282,S3-641292303,no_shared_term,False,False,False
S1-496902896,S3-867294255,beyond_rank_cut,False,True,False
S1-748981483,S3-411314873,beyond_rank_cut,False,True,False
S1-799384661,S3-614068251,beyond_rank_cut,False,True,False
S1-161665255,S3-473725940,no_shared_term,False,False,False
S1-318749106,S3-916543250,beyond_rank_cut,False,True,False
S1-815919937,S2-127680244,beyond_rank_cut,False,True,False
S1-951192072,S2-374827640,beyond_rank_cut,False,True,False
S1-951192072,S2-518809729,beyond_rank_cut,False,True,False
S1-952176357,S3-875161736,beyond_rank_cut,False,True,False
S1-324280856,S3-649523586,beyond_rank_cut,False,True,False
S1-687863817,S3-657986617,no_shared_term,False,False,False
S1-200966106,S3-458484674,beyond_rank_cut,False,True,False
S1-278971057,S2-558784176,beyond_rank_cut,False,True,False
S1-975383995,S3-409617329,no_shared_term,False,False,False
S1-916429117,S2-80731967,no_shared_term,False,False,False
S1-916429117,S3-434111591,no_shared_term,False,False,False
S1-777861069,S2-344587174,no_shared_term,False,False,False
S1-606725408,S3-741068886,no_shared_term,False,False,False
S1-276628790,S2-658324123,no_shared_term,False,False,False
S1-766397865,S3-65887500,no_shared_term,False,False,False
S1-545533386,S3-200911313,beyond_rank_cut,False,True,False
S1-545533386,S3-696396160,beyond_rank_cut,False,True,False
S1-475888190,S2-763285690,no_shared_term,False,False,False
S1-517032843,S3-166490023,no_shared_term,False,False,False
S1-192322775,S2-138754785,beyond_rank_cut,False,True,False
S1-442692708,S3-563078917,beyond_rank_cut,False,True,False
S1-649212151,S3-507486430,no_shared_term,False,False,False
S1-985730591,S3-783650873,no_shared_term,False,False,False
S1-45632498,S3-948956091,beyond_rank_cut,False,True,False
S1-771954199,S3-733515979,beyond_rank_cut,False,True,False
S1-677294419,S3-208142174,beyond_rank_cut,False,True,False
S1-250560089,S3-86282638,beyond_rank_cut,False,True,False
S1-995807535,S3-270940676,beyond_rank_cut,False,True,False
S1-430532829,S3-795214209,beyond_rank_cut,False,True,False
S1-330986419,S3-737870614,beyond_rank_cut,False,True,False
S1-979251771,S3-261581231,beyond_rank_cut,False,True,False
S1-403511064,S2-314376986,beyond_rank_cut,False,True,False
S1-377725516,S2-828252278,no_shared_term,False,False,False
S1-956022059,S3-469188038,beyond_rank_cut,False,True,False
S1-164687898,S2-785912647,beyond_rank_cut,False,True,False
S1-100473658,S3-33242982,no_shared_term,False,False,False
S1-610248599,S2-193637051,beyond_rank_cut,False,True,False
S1-610248599,S3-237378089,beyond_rank_cut,False,True,False
S1-744740269,S2-592636553,no_shared_term,False,False,False
S1-744740269,S2-727025154,no_shared_term,False,False,False
S1-744740269,S2-992693006,no_shared_term,False,False,False
S1-744740269,S3-368832047,no_shared_term,False,False,False
S1-384783810,S2-161152035,beyond_rank_cut,False,True,False
S1-844382523,S3-786512457,beyond_rank_cut,False,True,False
S1-277388344,S2-603570207,beyond_rank_cut,False,True,False
S1-566993876,S3-690871668,no_shared_term,False,False,False
S1-566993876,S3-692288700,no_shared_term,False,False,False
S1-975101795,S2-142675191,beyond_rank_cut,False,True,False
S1-975101795,S2-189032736,beyond_rank_cut,False,True,False
S1-591737486,S2-815379297,beyond_rank_cut,False,True,False
S1-592470689,S2-134379045,beyond_rank_cut,False,True,False
S1-625443565,S3-19628042,no_shared_term,False,False,False
S1-202296697,S2-357022425,beyond_rank_cut,False,True,False
S1-202296697,S2-445733264,beyond_rank_cut,False,True,False
S1-227513029,S3-31753139,beyond_rank_cut,False,True,False
S1-514112216,S2-751866696,no_shared_term,False,False,False
S1-276063359,S2-778446363,no_shared_term,False,False,False
S1-276063359,S3-453857390,no_shared_term,False,False,False
S1-641276009,S2-6090740,beyond_rank_cut,False,True,False
S1-450156996,S3-250646239,beyond_rank_cut,False,True,False
S1-462245041,S3-537906353,beyond_rank_cut,False,True,False
S1-378377248,S2-230515705,beyond_rank_cut,False,True,False
S1-483139526,S2-164909986,no_shared_term,False,False,False
S1-483139526,S2-884647080,no_shared_term,False,False,False
S1-483139526,S3-188174746,beyond_rank_cut,False,True,False
S1-997558381,S2-56687596,no_shared_term,False,False,False
S1-824670052,S2-90253128,no_shared_term,False,False,False
S1-824670052,S3-375583990,no_shared_term,False,False,False
S1-824670052,S3-874051884,no_shared_term,False,False,False
S1-390054740,S3-352422674,beyond_rank_cut,False,True,False
S1-103596563,S2-96455051,beyond_rank_cut,False,True,False
S1-133286995,S3-4882284,beyond_rank_cut,False,True,False
S1-324810425,S3-772468831,no_shared_term,False,False,False
S1-281428533,S2-45282269,no_shared_term,False,False,False
S1-629960972,S2-300855110,beyond_rank_cut,False,True,False
S1-243400769,S3-2356378,beyond_rank_cut,False,True,False
S1-534398654,S3-400808663,beyond_rank_cut,False,True,False
S1-95189957,S3-450438283,no_shared_term,False,False,False
S1-181491107,S3-528042479,beyond_rank_cut,False,True,False
S1-872675789,S2-138307063,beyond_rank_cut,False,True,False
S1-872675789,S3-71823124,beyond_rank_cut,False,True,False
S1-872675789,S3-943198949,beyond_rank_cut,False,True,False
S1-478639291,S3-941040835,no_shared_term,False,False,False
S1-467772722,S3-404021303,no_shared_term,False,False,False
S1-467772722,S3-452966844,no_shared_term,False,False,False
S1-971258985,S2-396343639,beyond_rank_cut,False,True,False
S1-601234447,S2-359912838,beyond_rank_cut,False,True,False
S1-656088071,S2-478197304,beyond_rank_cut,False,True,False
S1-281915239,S2-632531191,no_shared_term,False,False,False
S1-711207785,S2-966402021,beyond_rank_cut,False,True,False
S1-169006078,S2-71661783,no_shared_term,False,False,False
S1-424344457,S2-365849766,no_shared_term,False,False,False
S1-844266318,S2-656503633,beyond_rank_cut,False,True,False
S1-585231016,S3-896615759,beyond_rank_cut,False,True,False
S1-136086280,S3-388695117,beyond_rank_cut,False,True,False
S1-937504508,S2-900051353,beyond_rank_cut,False,True,False
S1-372858431,S3-276196972,no_shared_term,False,False,False
S1-741723025,S2-784665718,beyond_rank_cut,False,True,False
S1-220034438,S3-422155152,no_shared_term,False,False,False
S1-200088115,S3-214063758,beyond_rank_cut,False,True,False
S1-200088115,S3-80781091,beyond_rank_cut,False,True,False
S1-200088115,S3-966519580,beyond_rank_cut,False,True,False
S1-12473495,S3-334522267,beyond_rank_cut,False,True,False
S1-843348135,S3-783489374,beyond_rank_cut,False,True,False
S1-743033653,S3-68593538,beyond_rank_cut,False,True,False
S1-186724040,S3-978374563,beyond_rank_cut,False,True,False
S1-981507603,S2-89205596,beyond_rank_cut,False,True,False
S1-601828996,S3-746370205,beyond_rank_cut,False,True,False
S1-919541499,S3-447207700,no_shared_term,False,False,False
S1-710156583,S2-924803876,no_shared_term,False,False,False
S1-710156583,S3-96084095,no_shared_term,False,False,False
S1-875894758,S2-551191145,beyond_rank_cut,False,True,False
S1-796088350,S2-756303823,beyond_rank_cut,False,True,False
S1-459913216,S3-296641464,beyond_rank_cut,False,True,False
S1-842250973,S2-541142449,no_shared_term,False,False,False
S1-277790962,S2-804403928,beyond_rank_cut,False,True,False
S1-277790962,S3-531462910,beyond_rank_cut,False,True,False
S1-213390970,S2-866133866,no_shared_term,False,False,False
S1-861675809,S2-549447740,beyond_rank_cut,False,True,False
S1-172956349,S2-743596077,beyond_rank_cut,False,True,False
S1-472257012,S3-459549182,no_shared_term,False,False,False
S1-583139812,S2-505861038,no_shared_term,False,False,False
S1-328267948,S2-618134738,beyond_rank_cut,False,True,False
S1-496660703,S3-399063765,beyond_rank_cut,False,True,False
S1-497595749,S3-864946532,beyond_rank_cut,False,True,False
S1-58102848,S3-518345607,beyond_rank_cut,False,True,False
S1-22133627,S3-975513462,no_shared_term,False,False,False
S1-577924305,S3-537299937,no_shared_term,False,False,False
S1-163447961,S3-763155569,no_shared_term,False,False,False
S1-31039561,S2-837949534,beyond_rank_cut,False,True,False
S1-889785911,S2-182852657,no_shared_term,False,False,False
S1-889785911,S3-378154027,no_shared_term,False,False,False
S1-194925118,S3-593815590,no_shared_term,False,False,False
S1-248779978,S3-445859283,beyond_rank_cut,False,True,False
S1-113102805,S3-216032567,beyond_rank_cut,False,True,False
S1-113102805,S3-303637932,beyond_rank_cut,False,True,False
S1-113102805,S3-662785586,no_shared_term,False,False,False
S1-285903776,S2-237704472,beyond_rank_cut,False,True,False
S1-596100419,S3-369998735,beyond_rank_cut,False,True,False
S1-877752199,S3-935577803,beyond_rank_cut,False,True,False
S1-963963017,S2-641028870,beyond_rank_cut,False,True,False
S1-808390258,S3-30039188,beyond_rank_cut,False,True,False
S1-596856085,S2-628655884,no_shared_term,False,False,False
S1-288736455,S3-558913445,no_shared_term,False,False,False
S1-807583158,S2-8802753,beyond_rank_cut,False,True,False
S1-677184917,S3-228803608,no_shared_term,False,False,False
S1-600940281,S2-139652479,beyond_rank_cut,False,True,False
S1-600940281,S2-229188295,beyond_rank_cut,False,True,False
S1-600940281,S3-44342718,no_shared_term,False,False,False
S1-600940281,S3-591961806,no_shared_term,False,False,False
S1-600940281,S3-609153337,no_shared_term,False,False,False
S1-184756008,S3-13076562,no_shared_term,False,False,False
S1-905032847,S3-556180284,beyond_rank_cut,False,True,False
S1-513150233,S2-823626791,beyond_rank_cut,False,True,False
S1-835232299,S3-250023819,no_shared_term,False,False,False
S1-835232299,S3-81972809,no_shared_term,False,False,False
S1-75602424,S3-960133246,beyond_rank_cut,False,True,False
S1-37052524,S3-415882883,no_shared_term,False,False,False
S1-478202926,S3-1797176,no_shared_term,False,False,False
S1-452374807,S3-752167810,beyond_rank_cut,False,True,False
S1-454192600,S2-843580497,beyond_rank_cut,False,True,False
S1-11246184,S3-973887609,no_shared_term,False,False,False
S1-219119454,S2-280527226,no_shared_term,False,False,False
S1-912724398,S2-39223592,beyond_rank_cut,False,True,False
S1-926208491,S2-777732619,no_shared_term,False,False,False
S1-926208491,S2-800707879,no_shared_term,False,False,False
S1-979474957,S2-369694148,beyond_rank_cut,False,True,False
S1-985955927,S2-986422852,beyond_rank_cut,False,True,False
S1-283925127,S2-885201353,no_shared_term,False,False,False
S1-473585750,S2-484836645,no_shared_term,False,False,False
S1-467778769,S3-162530503,beyond_rank_cut,False,True,False
S1-320718244,S3-556209680,beyond_rank_cut,False,True,False
S1-25710128,S3-260726905,no_shared_term,False,False,False
S1-373955684,S2-886261025,beyond_rank_cut,False,True,False
S1-709237094,S3-506542548,beyond_rank_cut,False,True,False
S1-650791251,S2-228744821,no_shared_term,False,False,False
S1-772122638,S3-859563612,beyond_rank_cut,False,True,False
S1-280074702,S2-174645546,beyond_rank_cut,False,True,False
S1-613299663,S2-511887768,beyond_rank_cut,False,True,False
S1-864993381,S2-654899182,beyond_rank_cut,False,True,False
S1-803732787,S2-920650639,no_shared_term,False,False,False
S1-518921728,S2-420854234,beyond_rank_cut,False,True,False
S1-828080145,S2-297447137,no_shared_term,False,False,False
S1-43793444,S3-455032999,beyond_rank_cut,False,True,False
S1-786224773,S2-479639122,no_shared_term,False,False,False
S1-696947461,S2-592636567,no_shared_term,False,False,False
S1-519186398,S3-588523771,beyond_rank_cut,False,True,False
S1-889398227,S3-728788913,beyond_rank_cut,False,True,False
S1-362911243,S2-775844535,beyond_rank_cut,False,True,False
S1-115981417,S2-518400475,beyond_rank_cut,False,True,False
S1-31766485,S3-140108870,beyond_rank_cut,False,True,False
S1-290715527,S2-396220554,beyond_rank_cut,False,True,False
S1-73993687,S2-664988214,no_shared_term,False,False,False
S1-73993687,S3-209401354,no_shared_term,False,False,False
S1-255489414,S3-348776353,beyond_rank_cut,False,True,False
S1-255489414,S3-653426112,no_shared_term,False,False,False
S1-238385185,S2-919511235,beyond_rank_cut,False,True,False
S1-361410625,S2-791137380,beyond_rank_cut,False,True,False
S1-847595704,S3-845456597,no_shared_term,False,False,False
S1-915401209,S2-870019063,beyond_rank_cut,False,True,False
S1-916001676,S2-256218751,no_shared_term,False,False,False
S1-916001676,S2-291580468,no_shared_term,False,False,False
S1-591982221,S3-959893065,beyond_rank_cut,False,True,False
S1-185544257,S2-838836086,beyond_rank_cut,False,True,False
S1-586585726,S3-491989786,beyond_rank_cut,False,True,False
S1-666468144,S2-527138858,beyond_rank_cut,False,True,False
S1-673898930,S3-945052688,beyond_rank_cut,False,True,False
S1-549896019,S2-456453826,no_shared_term,False,False,False
S1-527356299,S3-639240044,beyond_rank_cut,False,True,False
S1-844321341,S2-336011903,beyond_rank_cut,False,True,False
S1-515351391,S2-923330563,beyond_rank_cut,False,True,False
S1-515351391,S3-228849112,beyond_rank_cut,False,True,False
S1-137533298,S2-217540502,no_shared_term,False,False,False
S1-137533298,S3-528854126,beyond_rank_cut,False,True,False
S1-137533298,S3-980826598,beyond_rank_cut,False,True,False
S1-839101471,S3-846389228,beyond_rank_cut,False,True,False
S1-24494240,S3-776372870,beyond_rank_cut,False,True,False
S1-37902890,S3-715190,beyond_rank_cut,False,True,False
S1-958398293,S3-322546985,beyond_rank_cut,False,True,False
S1-458560206,S3-98309958,beyond_rank_cut,False,True,False
S1-735557552,S3-263737710,beyond_rank_cut,False,True,False
S1-969897996,S3-879640308,beyond_rank_cut,False,True,False
S1-175833047,S2-138066122,beyond_rank_cut,False,True,False
S1-136570815,S2-654098016,beyond_rank_cut,False,True,False
S1-4589120,S2-941059292,beyond_rank_cut,False,True,False
S1-623695099,S3-461226298,beyond_rank_cut,False,True,False
S1-704715402,S3-349268235,beyond_rank_cut,False,True,False
S1-476356127,S2-600280003,beyond_rank_cut,False,True,False
S1-275409007,S2-164916656,beyond_rank_cut,False,True,False
S1-275409007,S3-960254257,beyond_rank_cut,False,True,False
S1-164031615,S3-379844173,no_shared_term,False,False,False
S1-437158819,S3-491450671,no_shared_term,False,False,False
S1-5325453,S3-575105452,beyond_rank_cut,False,True,False
S1-804569352,S3-486474626,beyond_rank_cut,False,True,False
S1-916736792,S2-146856503,no_shared_term,False,False,False
S1-361207790,S2-597856175,beyond_rank_cut,False,True,False
S1-400914963,S2-593096862,no_shared_term,False,False,False
S1-400914963,S3-135493746,no_shared_term,False,False,False
S1-400914963,S3-523826082,beyond_rank_cut,False,True,False
S1-400914963,S3-576220570,beyond_rank_cut,False,True,False
S1-400914963,S3-915919172,no_shared_term,False,False,False
S1-168012690,S3-955184901,no_shared_term,False,False,False
S1-756795314,S2-363120783,no_shared_term,False,False,False
S1-756795314,S3-698195447,beyond_rank_cut,False,True,False
S1-756795314,S3-724068171,no_shared_term,False,False,False
S1-34048122,S3-445168693,beyond_rank_cut,False,True,False
S1-68212194,S3-194462069,beyond_rank_cut,False,True,False
S1-925721264,S3-131280914,no_shared_term,False,False,False
S1-43203689,S2-633368403,beyond_rank_cut,False,True,False
S1-227830537,S3-480300106,beyond_rank_cut,False,True,False
S1-227830537,S3-534381963,no_shared_term,False,False,False
S1-923484562,S3-196775790,beyond_rank_cut,False,True,False
S1-321197073,S2-619542851,beyond_rank_cut,False,True,False
S1-321197073,S3-992048104,beyond_rank_cut,False,True,False
S1-402739579,S2-632233262,beyond_rank_cut,False,True,False
S1-632516857,S2-353087076,beyond_rank_cut,False,True,False
S1-632516857,S2-408765761,beyond_rank_cut,False,True,False
S1-632516857,S2-452845820,beyond_rank_cut,False,True,False
S1-50834066,S2-277938188,beyond_rank_cut,False,True,False
S1-776286557,S2-98990910,beyond_rank_cut,False,True,False
S1-401167103,S3-527832264,no_shared_term,False,False,False
S1-825929878,S2-457029448,beyond_rank_cut,False,True,False
S1-825929878,S2-55178057,beyond_rank_cut,False,True,False
S1-506884220,S2-694070700,no_shared_term,False,False,False
S1-613598981,S3-795530857,beyond_rank_cut,False,True,False
S1-392962218,S3-91303852,no_shared_term,False,False,False
S1-341243199,S2-751479067,beyond_rank_cut,False,True,False
S1-341243199,S3-716161344,beyond_rank_cut,False,True,False
S1-748472457,S2-464210530,beyond_rank_cut,False,True,False
S1-533706198,S3-178162418,no_shared_term,False,False,False
S1-533706198,S3-974273570,no_shared_term,False,False,False
S1-923509713,S2-441145334,no_shared_term,False,False,False
S1-209922971,S2-231563212,beyond_rank_cut,False,True,False
S1-209922971,S2-986155517,beyond_rank_cut,False,True,False
S1-209922971,S3-39024158,beyond_rank_cut,False,True,False
S1-277328656,S2-354343905,beyond_rank_cut,False,True,False
S1-277328656,S3-33417654,no_shared_term,False,False,False
S1-277328656,S3-834931187,beyond_rank_cut,False,True,False
S1-755636971,S2-960710368,no_shared_term,False,False,False
S1-237514166,S3-215093760,no_shared_term,False,False,False
S1-994337377,S3-342541317,beyond_rank_cut,False,True,False
S1-298803330,S2-17608046,beyond_rank_cut,False,True,False
S1-421671494,S2-680257324,no_shared_term,False,False,False
S1-4443277,S3-51444572,no_shared_term,False,False,False
S1-798082645,S2-713519676,beyond_rank_cut,False,True,False
S1-140698333,S3-358638759,beyond_rank_cut,False,True,False
S1-140698333,S3-785596036,beyond_rank_cut,False,True,False
S1-140698333,S3-807029386,beyond_rank_cut,False,True,False
S1-402433289,S3-361642525,no_shared_term,False,False,False
S1-859133361,S3-455454463,beyond_rank_cut,False,True,False
S1-414531936,S2-115500616,no_shared_term,False,False,False
S1-414531936,S3-827312163,beyond_rank_cut,False,True,False
S1-487308179,S2-29209497,beyond_rank_cut,False,True,False
S1-160860580,S3-437401667,beyond_rank_cut,False,True,False
S1-6656254,S2-192566893,beyond_rank_cut,False,True,False
S1-940168404,S2-655549442,beyond_rank_cut,False,True,False
S1-197690007,S3-129740701,no_shared_term,False,False,False
S1-501836384,S3-681717860,beyond_rank_cut,False,True,False
S1-140615857,S2-809903732,beyond_rank_cut,False,True,False
S1-79621806,S3-250797485,beyond_rank_cut,False,True,False
S1-690525454,S3-221008359,no_shared_term,False,False,False
S1-413255319,S3-70745754,beyond_rank_cut,False,True,False
S1-962366792,S3-88670639,beyond_rank_cut,False,True,False
S1-496136303,S2-488615245,beyond_rank_cut,False,True,False
S1-130085999,S2-967247796,no_shared_term,False,False,False
S1-130085999,S3-696882578,beyond_rank_cut,False,True,False
S1-411510597,S3-964044730,beyond_rank_cut,False,True,False
S1-732057088,S3-906966812,beyond_rank_cut,False,True,False
S1-298425197,S2-142423820,no_shared_term,False,False,False
S1-394268799,S3-218344209,beyond_rank_cut,False,True,False
S1-301965703,S3-204267070,beyond_rank_cut,False,True,False
S1-876319118,S3-694710001,beyond_rank_cut,False,True,False
S1-876319118,S3-778393985,beyond_rank_cut,False,True,False
S1-876319118,S3-851744335,beyond_rank_cut,False,True,False
S1-23028088,S2-132323834,beyond_rank_cut,False,True,False
S1-115464126,S2-7643664,beyond_rank_cut,False,True,False
S1-678411845,S3-455975353,beyond_rank_cut,False,True,False
S1-692891261,S3-92202887,beyond_rank_cut,False,True,False
S1-60872127,S2-869810846,beyond_rank_cut,False,True,False
S1-58990441,S2-868154268,beyond_rank_cut,False,True,False
S1-938997147,S3-317537995,beyond_rank_cut,False,True,False
S1-938997147,S3-355012187,beyond_rank_cut,False,True,False
S1-938997147,S3-427880271,beyond_rank_cut,False,True,False
S1-938997147,S3-756174886,beyond_rank_cut,False,True,False
S1-106521425,S2-25561150,beyond_rank_cut,False,True,False
S1-121809009,S3-715710586,no_shared_term,False,False,False
S1-589023121,S2-203414716,beyond_rank_cut,False,True,False
S1-508502263,S3-405563189,beyond_rank_cut,False,True,False
S1-102730290,S3-652438041,beyond_rank_cut,False,True,False
S1-680488852,S2-352532325,no_shared_term,False,False,False
S1-680488852,S2-970790871,no_shared_term,False,False,False
S1-431449519,S2-605659967,no_shared_term,False,False,False
S1-324969267,S2-158384273,beyond_rank_cut,False,True,False
S1-328617171,S3-891005895,beyond_rank_cut,False,True,False
S1-417570989,S3-618966223,beyond_rank_cut,False,True,False
S1-247810770,S3-14036850,beyond_rank_cut,False,True,False
S1-609936767,S3-210224379,beyond_rank_cut,False,True,False
S1-367503338,S2-841542733,no_shared_term,False,False,False
S1-621596017,S2-776884618,no_shared_term,False,False,False
S1-586177046,S2-652978147,beyond_rank_cut,False,True,False
S1-263273017,S3-554850024,beyond_rank_cut,False,True,False
S1-399236408,S3-880941640,beyond_rank_cut,False,True,False
S1-195764986,S3-77043284,no_shared_term,False,False,False
S1-338717231,S3-744002059,beyond_rank_cut,False,True,False
S1-626006170,S2-91278378,no_shared_term,False,False,False
S1-626006170,S3-429795081,beyond_rank_cut,False,True,False
S1-626006170,S3-705121316,beyond_rank_cut,False,True,False
S1-626006170,S3-961683071,no_shared_term,False,False,False
S1-41634643,S3-916749691,beyond_rank_cut,False,True,False
S1-184015225,S2-869442787,beyond_rank_cut,False,True,False
S1-2247974,S3-976508104,beyond_rank_cut,False,True,False
S1-524374039,S2-878096458,beyond_rank_cut,False,True,False
S1-420502806,S2-1304152,beyond_rank_cut,False,True,False
S1-424190349,S3-761250122,beyond_rank_cut,False,True,False
S1-219606126,S2-275541380,no_shared_term,False,False,False
S1-188796941,S3-21095397,beyond_rank_cut,False,True,False
S1-48092135,S3-627833073,beyond_rank_cut,False,True,False
S1-48092135,S3-631697478,beyond_rank_cut,False,True,False
S1-39783827,S2-835014674,beyond_rank_cut,False,True,False
S1-766156890,S3-542063413,no_shared_term,False,False,False
S1-382830748,S3-894948065,beyond_rank_cut,False,True,False
S1-82417216,S2-338702656,beyond_rank_cut,False,True,False
S1-82417216,S2-464236015,no_shared_term,False,False,False
S1-401880403,S3-265664224,beyond_rank_cut,False,True,False
S1-631319813,S3-444196472,beyond_rank_cut,False,True,False
S1-631319813,S3-914814633,beyond_rank_cut,False,True,False
S1-835855275,S3-942341770,beyond_rank_cut,False,True,False
S1-11631003,S3-385643229,beyond_rank_cut,False,True,False
S1-587943039,S3-294779061,no_shared_term,False,False,False
S1-587943039,S3-398894455,beyond_rank_cut,False,True,False
S1-105957539,S2-400065617,no_shared_term,False,False,False
S1-761467755,S2-332195921,beyond_rank_cut,False,True,False
S1-381886755,S3-219575313,beyond_rank_cut,False,True,False
S1-278982188,S3-879796054,beyond_rank_cut,False,True,False
S1-693616794,S2-333333669,beyond_rank_cut,False,True,False
S1-693616794,S3-335097651,beyond_rank_cut,False,True,False
S1-693616794,S3-452228381,beyond_rank_cut,False,True,False
S1-132159158,S2-745500431,no_shared_term,False,False,False
S1-132159158,S2-915644561,no_shared_term,False,False,False
S1-699587787,S3-362229729,no_shared_term,False,False,False
S1-699587787,S3-403261263,no_shared_term,False,False,False
S1-442571574,S3-144353269,beyond_rank_cut,False,True,False
S1-749029029,S2-718902257,beyond_rank_cut,False,True,False
S1-505487812,S3-829593883,beyond_rank_cut,False,True,False
S1-960399679,S2-434161665,beyond_rank_cut,False,True,False
S1-430261101,S2-944719397,beyond_rank_cut,False,True,False
S1-400532493,S3-195177266,beyond_rank_cut,False,True,False
S1-960281398,S2-406200949,beyond_rank_cut,False,True,False
S1-203143681,S2-40201250,beyond_rank_cut,False,True,False
S1-203143681,S3-371622471,beyond_rank_cut,False,True,False
S1-203143681,S3-739378297,beyond_rank_cut,False,True,False
S1-301374629,S3-899892135,beyond_rank_cut,False,True,False
S1-751170397,S3-917932019,beyond_rank_cut,False,True,False
S1-738819237,S3-213881854,beyond_rank_cut,False,True,False
S1-308917158,S2-967103165,beyond_rank_cut,False,True,False
S1-308917158,S3-168251194,no_shared_term,False,False,False
S1-308917158,S3-308178677,beyond_rank_cut,False,True,False
S1-308917158,S3-433813919,no_shared_term,False,False,False
S1-308917158,S3-445886647,beyond_rank_cut,False,True,False
S1-308917158,S3-899082916,beyond_rank_cut,False,True,False
S1-922807225,S3-32498698,beyond_rank_cut,False,True,False
S1-158371392,S2-433605641,beyond_rank_cut,False,True,False
S1-820393416,S2-788879955,beyond_rank_cut,False,True,False
S1-659176253,S2-973075941,no_shared_term,False,False,False
S1-659176253,S3-785026536,no_shared_term,False,False,False
S1-31285012,S3-595826023,beyond_rank_cut,False,True,False
S1-759076398,S2-733064425,no_shared_term,False,False,False
S1-838780973,S3-80980247,no_shared_term,False,False,False
S1-314470298,S3-759821660,beyond_rank_cut,False,True,False
S1-823850672,S2-909435603,beyond_rank_cut,False,True,False
S1-123070329,S3-410354361,beyond_rank_cut,False,True,False
S1-741500329,S2-501855861,beyond_rank_cut,False,True,False
S1-361786400,S3-77549306,beyond_rank_cut,False,True,False
S1-343706772,S2-574050587,no_shared_term,False,False,False
S1-485489047,S2-506552217,no_shared_term,False,False,False
S1-972967187,S2-59549733,no_shared_term,False,False,False
S1-994643626,S3-739233304,beyond_rank_cut,False,True,False
S1-421397057,S3-76532727,beyond_rank_cut,False,True,False
S1-924679908,S2-709072306,beyond_rank_cut,False,True,False
S1-233188464,S2-992932710,beyond_rank_cut,False,True,False
S1-233188464,S3-265173351,beyond_rank_cut,False,True,False
S1-248413639,S3-467054109,beyond_rank_cut,False,True,False
S1-678628286,S2-506734308,no_shared_term,False,False,False
S1-185149267,S2-132414543,beyond_rank_cut,False,True,False
S1-185149267,S3-305358138,beyond_rank_cut,False,True,False
S1-78994254,S3-536426107,no_shared_term,False,False,False
S1-730181341,S3-705875097,beyond_rank_cut,False,True,False
S1-275585585,S2-631802070,beyond_rank_cut,False,True,False
S1-638152937,S2-305580189,beyond_rank_cut,False,True,False
S1-97287530,S2-182839166,beyond_rank_cut,False,True,False
S1-205978727,S2-470442812,beyond_rank_cut,False,True,False
S1-470632572,S2-414637812,no_shared_term,False,False,False
S1-470632572,S3-30816290,beyond_rank_cut,False,True,False
