source1_entity_id,true_match_count,candidate_count,hits,missed_target_ids
S1-883116041,3,300,3,
S1-657279427,4,300,4,
S1-423472964,1,300,1,
S1-888380801,5,300,5,
S1-229777437,3,300,3,
S1-655115370,6,180,6,
S1-175547878,4,300,4,
S1-924461260,3,300,3,
S1-986868082,4,300,4,
S1-207994685,2,300,2,
S1-648658652,2,300,2,
S1-879478890,7,300,7,
S1-416192505,3,300,3,
S1-793224091,0,300,0,
S1-6953264,4,300,4,
S1-156391783,3,300,3,
S1-840801716,4,300,4,
S1-53067959,5,300,4,S2-866668324
S1-925841392,4,300,4,
S1-980358881,2,300,2,
S1-750667897,1,300,1,
S1-997896768,3,72,3,
S1-504942828,6,300,6,
S1-994640669,0,300,0,
S1-123300323,5,300,5,
S1-844068911,5,300,5,
S1-684932371,3,300,3,
S1-570810902,5,300,5,
S1-463628700,4,300,4,
S1-922690368,0,300,0,
S1-111906316,4,300,4,
S1-372044207,2,300,2,
S1-715134869,6,300,6,
S1-549245295,3,103,3,
S1-903911482,2,300,2,
S1-709498517,3,300,3,
S1-936335701,6,300,6,
S1-714087971,6,300,6,
S1-563557334,4,300,4,
S1-929879508,2,300,2,
S1-804012249,0,300,0,
S1-665560115,2,300,2,
S1-666228914,6,70,6,
S1-126287174,4,300,4,
S1-484039467,4,300,4,
S1-285059472,4,300,4,
S1-183648182,4,300,4,
S1-47010249,4,300,4,
S1-856994891,3,300,3,
S1-352112733,4,300,3,S2-328378287
S1-334388212,2,300,2,
S1-567594517,3,300,3,
S1-535887802,1,300,1,
S1-659926498,4,300,4,
S1-442803100,7,300,7,
S1-334083986,4,300,4,
S1-962399419,4,300,4,
S1-795164991,2,300,2,
S1-733476433,4,300,4,
S1-280090317,0,300,0,
S1-973753028,3,300,3,
S1-860493857,5,300,5,
S1-336933702,2,300,2,
S1-920014398,3,190,3,
S1-604664504,5,300,5,
S1-152345872,7,300,6,S3-812279118
S1-382130525,4,300,4,
S1-316877555,7,300,7,
S1-351940401,3,300,3,
S1-384923380,0,300,0,
S1-34655349,2,300,2,
S1-315235219,6,300,6,
S1-14788187,5,300,5,
S1-796540399,4,179,4,
S1-90019447,3,300,3,
S1-684099551,7,300,7,
S1-792486814,7,300,6,S2-790646315
S1-293848170,5,300,5,
S1-254505669,4,300,4,
S1-302383761,5,300,5,
S1-437328486,3,300,3,
S1-925457746,3,300,3,
S1-43118158,4,300,4,
S1-438292235,6,300,6,
S1-162695805,2,300,2,
S1-951905323,3,300,3,
S1-486600556,2,300,2,
S1-768652040,5,300,5,
S1-901931892,5,300,5,
S1-144735186,4,300,4,
S1-418126576,2,300,2,
S1-834586456,5,300,5,
S1-827854445,2,300,2,
S1-805023277,4,300,4,
S1-880356536,0,300,0,
S1-447759748,3,300,2,S3-598629224
S1-254289537,2,300,2,
S1-554144042,2,300,2,
S1-691165874,5,300,5,
S1-326976057,3,300,3,
S1-998813658,0,300,0,
S1-121349961,4,183,4,
S1-370483289,5,300,5,
S1-797878937,4,182,4,
S1-152543212,5,300,5,
S1-736240227,2,300,2,
S1-786469462,2,300,2,
S1-32935953,5,300,5,
S1-970029497,4,300,4,
S1-339557307,3,300,3,
S1-324401582,2,300,2,
S1-819097316,2,300,2,
S1-12569087,2,300,2,
S1-485434513,3,300,3,
S1-861212660,2,300,2,
S1-633999135,2,300,2,
S1-194692237,1,300,1,
S1-738745007,4,300,4,
S1-145914858,2,300,2,
S1-937269700,4,300,4,
S1-66908866,6,300,6,
S1-383427422,4,300,4,
S1-475735508,5,300,5,
S1-174360607,3,300,3,
S1-998824351,0,300,0,
S1-295570736,4,300,3,S3-778695433
S1-321770285,2,300,2,
S1-467104823,4,300,4,
S1-840912745,7,300,7,
S1-143028742,8,300,8,
S1-294951603,6,300,6,
S1-791584483,4,300,4,
S1-105033628,5,300,5,
S1-8042775,2,300,2,
S1-149703194,2,300,2,
S1-370347108,3,300,3,
S1-888664845,7,300,7,
S1-404453651,3,300,3,
S1-771662273,6,300,6,
S1-70479882,2,300,2,
S1-622723435,2,300,2,
S1-386524353,3,300,3,
S1-345303001,8,300,8,
S1-219525457,4,300,4,
S1-808025410,3,300,3,
S1-990166011,4,300,4,
S1-802599499,4,300,4,
S1-284722890,5,300,5,
S1-28784920,3,300,3,
S1-873062431,5,300,5,
S1-600905949,4,300,4,
S1-525277476,3,300,3,
S1-155869838,4,300,4,
S1-100952731,6,300,6,
S1-41614871,6,300,6,
S1-387921677,3,92,3,
S1-673290951,4,300,4,
S1-970656698,2,300,2,
S1-441745625,2,300,2,
S1-74916161,5,300,5,
S1-178958591,6,300,6,
S1-569097037,5,300,5,
S1-143979728,5,300,5,
S1-283506895,4,300,4,
S1-927058273,0,300,0,
S1-38065660,4,300,4,
S1-783002806,0,171,0,
S1-73641090,2,300,2,
S1-139520898,5,300,5,
S1-749606243,5,300,5,
S1-185872124,5,300,5,
S1-317907813,3,300,2,S3-957686412
S1-998516821,2,300,2,
S1-197232486,5,300,5,
S1-435632320,3,300,3,
S1-917814821,5,300,5,
S1-457689583,4,300,4,
S1-148493369,6,300,6,
S1-347360504,2,300,2,
S1-757630682,5,300,5,
S1-149407649,2,300,2,
S1-327624317,3,300,3,
S1-71586362,6,300,6,
S1-83817016,6,300,6,
S1-875182595,4,300,4,
S1-306682792,0,300,0,
S1-407108960,6,300,5,S2-921903773
S1-443389823,4,300,4,
S1-62574625,3,300,3,
S1-72447022,2,300,2,
S1-319932414,2,300,2,
S1-606945621,1,300,1,
S1-694634424,3,300,3,
S1-5644253,6,300,6,
S1-776584707,2,300,2,
S1-461889490,4,300,4,
S1-426800032,6,300,6,
S1-303594344,2,300,2,
S1-976665140,6,300,5,S3-314010954
S1-567900115,3,300,3,
S1-806886447,2,300,2,
S1-37574122,3,300,3,
S1-113991641,3,300,3,
S1-853998682,2,300,2,
S1-525658485,0,300,0,
S1-509642137,4,300,4,
S1-280106504,3,300,3,
S1-816408693,4,300,4,
S1-983640278,4,300,4,
S1-210235134,6,300,6,
S1-575675448,2,300,2,
S1-749753515,3,300,3,
S1-479450235,5,300,5,
S1-700099488,2,300,2,
S1-90291243,7,300,7,
S1-199518609,2,300,2,
S1-389312775,5,300,5,
S1-612522296,3,300,3,
S1-533512023,4,97,4,
S1-828143334,7,300,7,
S1-174777812,7,300,7,
S1-122736090,7,300,7,
S1-930838432,1,300,1,
S1-197333901,3,300,3,
S1-164869288,2,300,2,
S1-291653066,4,300,4,
S1-425861700,3,300,3,
S1-368509237,0,300,0,
S1-133772107,1,164,1,
S1-258340027,4,300,4,
S1-47675319,1,300,1,
S1-845935811,5,300,5,
S1-338464474,0,300,0,
S1-629153890,1,300,1,
S1-856262685,2,300,2,
S1-524883036,4,300,4,
S1-610795298,3,300,3,
S1-496535980,6,300,6,
S1-954474711,2,300,2,
S1-542716271,0,300,0,
S1-973074944,3,300,3,
S1-310985996,3,300,2,S2-645069479
S1-74674242,7,196,7,
S1-915970311,3,300,3,
S1-75993777,3,300,3,
S1-695232559,4,300,4,
S1-13656276,5,300,5,
S1-880189955,2,300,2,
S1-48919483,5,300,5,
S1-73505668,7,300,7,
S1-406352387,3,300,3,
S1-572225147,6,300,6,
S1-382385246,2,300,1,S3-322037031
S1-374420561,5,300,5,
S1-454197688,1,300,1,
S1-990176055,3,300,3,
S1-806326142,3,300,3,
S1-351139267,2,300,2,
S1-598935614,3,300,3,
S1-793848982,4,18,4,
S1-313108589,4,96,4,
S1-80481149,3,300,3,
S1-841853075,6,300,6,
S1-880663291,7,160,7,
S1-15838312,2,300,2,
S1-305302193,6,300,6,
S1-190499914,2,300,2,
S1-120467854,4,300,4,
S1-926369944,4,300,4,
S1-908392792,2,300,2,
S1-121790749,3,300,3,
S1-655476394,2,300,2,
S1-805288466,5,300,5,
S1-160859937,4,17,4,
S1-484223312,6,300,6,
S1-332178413,3,300,3,
S1-356743372,0,300,0,
S1-673514298,4,300,3,S3-316300572
S1-410338173,6,300,6,
S1-685505878,4,300,4,
S1-520147695,0,300,0,
S1-558340650,4,300,4,
S1-990971181,2,300,2,
S1-641883744,3,300,3,
S1-739830422,3,300,3,
S1-257732204,4,134,4,
S1-241212148,0,300,0,
S1-92577896,3,300,3,
S1-70363632,3,300,3,
S1-980338856,4,300,4,
S1-268395243,0,300,0,
S1-168788696,5,300,5,
S1-798633455,3,300,3,
S1-776676254,2,300,2,
S1-946785926,5,300,5,
S1-671757656,2,300,2,
S1-823748286,3,300,3,
S1-236260918,6,300,6,
S1-173247590,1,300,1,
S1-386181631,2,300,2,
S1-247970159,5,300,5,
S1-407919013,3,300,3,
S1-466053037,0,300,0,
S1-3513203,0,129,0,
S1-97981125,2,300,2,
S1-242703483,4,300,4,
S1-792658493,5,300,5,
S1-380936518,3,300,3,
S1-841057619,3,300,3,
S1-556639392,3,300,3,
S1-269016499,0,300,0,
S1-79152264,7,300,7,
S1-446246312,6,300,6,
S1-526312092,3,300,3,
S1-700476713,6,300,6,
S1-119694554,3,300,3,
S1-687275611,0,300,0,
S1-699761227,2,300,2,
S1-135843544,0,300,0,
S1-178382326,2,300,2,
S1-267956976,3,300,3,
S1-318527515,3,300,3,
S1-404938120,0,300,0,
S1-541920163,5,300,5,
S1-829488425,6,188,6,
S1-263333213,3,300,3,
S1-37353339,2,300,1,S3-349967465
S1-329293822,1,300,1,
S1-279570494,3,144,3,
S1-588921203,5,300,5,
S1-315205969,0,300,0,
S1-879557666,8,300,8,
S1-632767674,3,300,3,
S1-293374325,3,300,3,
S1-285449120,3,300,3,
S1-736714284,4,300,4,
S1-334008554,3,300,3,
S1-878139201,3,300,3,
S1-208168998,2,300,2,
S1-978300169,2,300,1,S3-569692106
S1-263738261,3,300,3,
S1-712373689,4,300,4,
S1-990539891,5,300,5,
S1-981975796,2,300,2,
S1-692964171,6,300,6,
S1-64092267,5,300,5,
S1-478295776,4,300,4,
S1-909682182,4,300,4,
S1-34178183,3,300,3,
S1-802158137,3,300,1,"S2-251177714,S2-978474805"
S1-148816814,2,300,2,
S1-883583211,4,300,3,S3-872846985
S1-770184112,0,300,0,
S1-248435789,2,228,2,
S1-97167336,3,300,3,
S1-974536044,7,300,7,
S1-409294552,2,300,1,S3-836615429
S1-3857490,0,300,0,
S1-788687526,0,300,0,
S1-744178220,3,300,3,
S1-133368540,3,300,3,
S1-855081983,6,300,6,
S1-441963473,3,300,3,
S1-529152132,1,300,1,
S1-931356508,3,93,3,
S1-567774850,3,300,3,
S1-713774576,5,300,5,
S1-146531515,3,300,3,
S1-27646035,2,300,2,
S1-978140540,2,300,2,
S1-320673672,3,300,3,
S1-91076226,6,300,6,
S1-526556812,3,300,3,
S1-507210292,3,300,3,
S1-939998141,2,198,2,
S1-485531468,0,300,0,
S1-814003525,4,300,4,
S1-961768503,4,300,4,
S1-338417124,2,300,2,
S1-873495425,6,300,6,
S1-847835270,3,300,3,
S1-540154271,1,300,1,
S1-796267438,3,142,3,
S1-102808423,5,300,5,
S1-512789138,4,300,4,
S1-350001034,3,300,3,
S1-958418,3,300,3,
S1-286655887,4,300,4,
S1-607075886,4,300,4,
S1-943668843,5,300,5,
S1-348390711,1,300,1,
S1-780143595,6,300,6,
S1-846132542,5,300,5,
S1-385597546,3,300,3,
S1-811637599,2,300,2,
S1-979349912,1,300,1,
S1-571863748,2,300,2,
S1-532879978,0,300,0,
S1-828261954,4,300,4,
S1-70515216,3,300,3,
S1-9652881,2,300,2,
S1-333420323,2,300,2,
S1-816747978,4,300,3,S2-672143313
S1-708445052,8,300,8,
S1-989144414,1,300,1,
S1-68740645,2,300,2,
S1-726511957,4,300,4,
S1-970913865,3,300,3,
S1-546478941,4,300,4,
S1-113416286,5,300,5,
S1-139762854,4,300,4,
S1-633182120,3,300,3,
S1-174261312,4,300,4,
S1-649452703,4,300,4,
S1-536844145,3,300,3,
S1-968083748,3,300,3,
S1-765151294,3,300,3,
S1-511484164,3,300,3,
S1-483936983,1,300,1,
S1-526135356,3,300,3,
S1-840658358,3,300,3,
S1-269054303,5,300,4,S3-752662940
S1-709332534,3,300,3,
S1-86594286,2,300,2,
S1-169849789,3,300,3,
S1-83503398,0,300,0,
S1-814922493,9,300,9,
S1-589806674,4,300,4,
S1-882552238,3,300,3,
S1-232555086,5,300,3,"S2-553350501,S3-108005309"
S1-355095573,3,300,3,
S1-298856494,4,300,4,
S1-808050438,1,300,1,
S1-25638896,5,300,5,
S1-389587315,5,300,5,
S1-373443972,3,300,3,
S1-966482805,7,300,7,
S1-352867606,3,300,3,
S1-844238569,3,300,3,
S1-619717046,2,300,2,
S1-536354298,6,269,6,
S1-699148387,6,300,6,
S1-374522388,3,300,3,
S1-384028292,6,300,6,
S1-236914346,4,300,4,
S1-482604359,3,300,3,
S1-323624395,10,300,6,"S2-653500116,S3-48568761,S3-724864685,S3-774940312"
S1-994032399,5,224,5,
S1-694659798,7,300,7,
S1-59952486,5,300,5,
S1-931152518,4,300,3,S2-262089050
S1-686267698,5,300,5,
S1-996407943,2,300,2,
S1-355156933,3,300,3,
S1-708127794,9,300,9,
S1-720269440,4,300,4,
S1-689487290,2,300,2,
S1-356105639,6,300,6,
S1-462885372,4,300,4,
S1-481935785,1,300,1,
S1-636700788,6,300,6,
S1-95574008,1,300,1,
S1-261221400,4,300,4,
S1-740932607,5,300,5,
S1-6261939,5,300,5,
S1-480956989,3,300,3,
S1-949504127,2,300,2,
S1-302392710,3,300,3,
S1-837401353,6,300,6,
S1-627082084,4,300,4,
S1-798971157,3,300,3,
S1-745356300,0,300,0,
S1-641096427,5,300,5,
S1-50588991,4,300,2,"S2-375516397,S2-74537265"
S1-42311720,2,300,2,
S1-515344757,1,300,1,
S1-366460065,3,300,3,
S1-790583428,2,300,2,
S1-808473460,3,300,3,
S1-571897401,2,300,2,
S1-653003464,9,300,9,
S1-971129858,4,300,4,
S1-657925119,2,300,2,
S1-276019943,2,300,2,
S1-502745160,3,300,3,
S1-621206971,4,300,4,
S1-979881893,5,300,5,
S1-767082487,4,300,3,S3-115359615
S1-508066102,3,300,3,
S1-360004997,3,300,3,
S1-353369344,2,300,2,
S1-888338739,1,300,1,
S1-755543943,3,300,3,
S1-12873646,3,300,3,
S1-247995633,2,300,2,
S1-166828765,2,300,2,
S1-836992242,4,300,4,
S1-375976255,0,300,0,
S1-630137956,2,300,2,
S1-616576222,4,300,4,
S1-41172620,2,101,2,
S1-534225939,3,300,3,
S1-669527608,3,300,3,
S1-597046448,2,300,2,
S1-50715335,4,300,4,
S1-994189467,5,300,4,S2-227682891
S1-705259128,2,300,2,
S1-349336774,1,300,1,
S1-540280200,2,300,2,
S1-177452920,4,300,4,
S1-826828966,5,300,5,
S1-470988535,5,300,4,S3-992438818
S1-150822731,4,300,4,
S1-484782105,4,300,4,
S1-851940825,4,300,4,
S1-593345576,3,300,3,
S1-258652342,3,300,3,
S1-709915940,2,300,2,
S1-792837103,1,300,1,
S1-278039770,3,300,3,
S1-78330288,4,300,4,
S1-535863137,3,300,3,
S1-273925009,4,300,4,
S1-253232075,4,300,4,
S1-943631679,3,300,3,
S1-560787928,3,300,3,
S1-685599883,3,300,3,
S1-459689487,2,300,2,
S1-388160606,1,300,1,
S1-890862027,2,300,2,
S1-361528386,4,300,4,
S1-110142352,2,300,2,
S1-725818225,4,300,4,
S1-844935356,2,300,2,
S1-194597263,4,300,4,
S1-395348055,3,300,3,
S1-623948058,2,300,2,
S1-142887414,3,300,3,
S1-445145097,6,300,6,
S1-534580799,3,300,3,
S1-658384505,5,300,5,
S1-705142042,3,300,3,
S1-179754762,2,300,1,S3-126526961
S1-878046225,3,300,3,
S1-582253891,2,300,2,
S1-332961571,4,300,4,
S1-756733409,4,300,4,
S1-522488687,2,300,2,
S1-577177294,6,300,6,
S1-644872189,2,300,2,
S1-78831922,0,300,0,
S1-70298589,2,300,2,
S1-169960532,3,300,3,
S1-258357000,2,300,2,
S1-15650631,3,300,3,
S1-549577539,3,300,3,
S1-329315152,4,300,4,
S1-541194813,1,300,0,S2-155522319
S1-405761169,3,300,3,
S1-698160226,1,300,1,
S1-463484793,1,300,1,
S1-580921831,0,300,0,
S1-320562913,0,300,0,
S1-371647702,2,300,2,
S1-765518726,6,300,6,
S1-702890735,1,300,1,
S1-846712883,3,300,3,
S1-6232728,4,300,3,S3-229985592
S1-409140518,0,300,0,
S1-170869072,4,300,4,
S1-929047861,0,300,0,
S1-814928273,5,300,5,
S1-166784897,4,300,4,
S1-859029836,1,300,1,
S1-688824391,4,300,4,
S1-377713137,2,224,2,
S1-836113694,2,300,2,
S1-293290709,3,300,3,
S1-357329921,2,300,2,
S1-619509960,4,300,4,
S1-127835292,4,300,4,
S1-972684207,2,300,2,
S1-571140841,3,300,3,
S1-181047779,1,300,1,
S1-226204371,6,300,6,
S1-721926616,2,146,2,
S1-828786001,6,300,6,
S1-984064366,2,300,2,
S1-852885310,3,300,3,
S1-488929872,2,300,2,
S1-995416426,4,300,4,
S1-362630905,2,300,2,
S1-991803543,4,300,4,
S1-378521321,6,300,6,
S1-721705188,1,300,1,
S1-19818878,3,300,3,
S1-378390545,4,300,4,
S1-793015814,5,300,5,
S1-954970950,4,300,4,
S1-209681338,2,300,2,
S1-697582341,4,300,4,
S1-47585803,5,126,5,
S1-840356149,3,300,1,"S2-302644060,S2-58078732"
S1-833496694,7,300,7,
S1-891185072,4,300,3,S2-516588833
S1-444834065,4,300,2,"S3-146887804,S3-931954230"
S1-209563747,3,300,3,
S1-818811370,3,300,3,
S1-505024026,1,300,1,
S1-796353327,3,300,3,
S1-263186056,4,300,4,
S1-150443014,2,300,2,
S1-942042494,5,300,5,
S1-93897113,5,300,5,
S1-854059155,4,300,4,
S1-402751737,2,300,2,
S1-859448290,5,300,5,
S1-424836876,2,300,2,
S1-770935483,4,300,4,
S1-461059560,3,300,3,
S1-102422466,2,300,2,
S1-673843116,6,300,6,
S1-382712977,3,300,3,
S1-171778922,4,300,4,
S1-99040303,7,300,7,
S1-900272465,4,300,4,
S1-170545278,2,300,2,
S1-851988512,2,300,2,
S1-320023744,4,300,4,
S1-826696224,5,161,5,
S1-593879269,4,300,4,
S1-719240338,6,300,4,"S2-834218247,S3-581701796"
S1-568173489,6,300,6,
S1-199445960,4,300,4,
S1-897419625,4,300,4,
S1-889927526,1,300,1,
S1-323983268,4,300,3,S3-790990515
S1-524507026,0,300,0,
S1-678838991,5,300,5,
S1-629612317,4,13,4,
S1-122460500,5,300,5,
S1-363861968,4,300,4,
S1-617451432,2,300,2,
S1-211938491,6,300,6,
S1-41201641,2,300,2,
S1-606925573,4,300,4,
S1-580836126,3,300,3,
S1-883539757,5,300,5,
S1-297718204,1,300,1,
S1-594549893,3,300,3,
S1-100339309,3,300,3,
S1-2892342,5,300,5,
S1-257769960,3,202,3,
S1-639976774,2,300,2,
S1-174815989,2,300,2,
S1-272572304,4,300,4,
S1-935286139,3,300,3,
S1-118374845,3,300,3,
S1-201071468,4,300,3,S2-116461531
S1-818899701,4,122,4,
S1-106281258,3,300,3,
S1-883737941,3,100,3,
S1-711686377,3,300,3,
S1-630776019,0,300,0,
S1-651666880,4,300,4,
S1-466699592,0,300,0,
S1-133779668,3,300,3,
S1-576008662,5,300,5,
S1-713220649,3,300,3,
S1-429247746,5,300,5,
S1-916350079,4,300,4,
S1-67585932,1,300,1,
S1-730397922,2,300,2,
S1-157161985,4,300,4,
S1-827510601,3,300,3,
S1-428795123,5,300,5,
S1-208888674,0,300,0,
S1-13434389,6,300,6,
S1-753153331,8,300,8,
S1-97961996,5,300,5,
S1-508169811,5,300,5,
S1-157820053,3,300,3,
S1-87891247,3,300,3,
S1-712574033,2,300,2,
S1-485491558,3,300,3,
S1-294437257,6,300,6,
S1-522018587,1,300,1,
S1-429153928,3,300,3,
S1-790876887,3,300,3,
S1-532466375,4,300,4,
S1-182887064,3,300,3,
S1-782916684,2,300,2,
S1-155809568,2,300,2,
S1-18857183,5,300,5,
S1-48947353,4,300,4,
S1-922061263,6,300,6,
S1-302396962,4,300,4,
S1-844540059,2,300,2,
S1-930200580,4,300,4,
S1-69951724,5,300,5,
S1-399835429,4,300,4,
S1-534734033,5,300,5,
S1-372213524,6,300,6,
S1-94854419,4,300,4,
S1-91892017,6,300,6,
S1-377972289,7,300,6,S2-683754911
S1-796808280,4,300,4,
S1-320083839,4,300,4,
S1-744755483,2,300,2,
S1-52035586,5,300,5,
S1-662480053,6,300,6,
S1-178648960,4,300,1,"S3-106267932,S3-834859533,S3-899798636"
S1-355929948,5,300,5,
S1-766371879,4,300,4,
S1-630705412,4,300,4,
S1-328048701,1,95,1,
S1-665130657,5,300,5,
S1-386709613,6,300,6,
S1-961958149,3,300,3,
S1-707718317,1,300,1,
S1-809760447,5,300,5,
S1-654731899,2,208,2,
S1-347074415,5,300,5,
S1-75041550,3,300,3,
S1-716461924,6,300,6,
S1-426111154,3,300,3,
S1-177856282,4,300,4,
S1-478530083,2,300,2,
S1-761778230,4,300,4,
S1-156722520,4,300,3,S3-384430496
S1-26445970,5,300,5,
S1-446666687,5,300,5,
S1-526245004,3,300,2,S2-307501767
S1-26124758,5,300,5,
S1-913165363,6,216,6,
S1-315310579,4,300,4,
S1-270662206,2,300,1,S2-360728443
S1-322767177,2,300,2,
S1-396857557,3,300,3,
S1-823947409,5,300,4,S3-948298667
S1-562655881,0,300,0,
S1-573921371,0,300,0,
S1-284953205,3,217,3,
S1-590804320,2,300,2,
S1-68973368,0,300,0,
S1-231903606,5,300,5,
S1-204340697,3,300,3,
S1-129864394,4,60,4,
S1-750586803,5,300,5,
S1-19665797,2,94,2,
S1-86548665,3,300,3,
S1-482655358,3,300,3,
S1-687994062,3,300,3,
S1-524651425,4,300,4,
S1-748877864,4,300,4,
S1-540195777,3,300,3,
S1-281262890,2,300,2,
S1-480551100,2,300,2,
S1-509379391,3,300,3,
S1-543917177,4,300,4,
S1-968890044,4,300,4,
S1-291352086,3,300,3,
S1-218053684,2,300,2,
S1-876349149,7,300,7,
S1-502969963,3,218,3,
S1-963001536,3,300,3,
S1-883763684,5,300,5,
S1-101051870,7,300,7,
S1-930744956,3,300,3,
S1-440000371,3,300,3,
S1-491840978,4,300,4,
S1-514707220,4,300,4,
S1-713650891,4,300,4,
S1-520531244,6,300,6,
S1-907167793,6,76,6,
S1-786191222,6,300,6,
S1-440652226,6,300,6,
S1-717404680,4,300,4,
S1-721673828,2,300,2,
S1-217476576,2,300,2,
S1-69349813,0,300,0,
S1-848180914,5,300,5,
S1-112146938,4,300,4,
S1-734223729,2,300,2,
S1-585773641,2,300,2,
S1-8054772,0,300,0,
S1-330621485,4,284,4,
S1-678013908,3,300,3,
S1-453872143,3,300,3,
S1-459727878,3,300,3,
S1-622419190,2,300,2,
S1-127603214,1,300,1,
S1-478292123,5,167,5,
S1-203875320,2,300,2,
S1-705682144,5,300,5,
S1-477971062,3,49,3,
S1-747778094,4,300,4,
S1-367844458,4,300,4,
S1-354904078,3,300,3,
S1-685036555,4,300,4,
S1-891067533,6,266,6,
S1-517173236,2,300,1,S3-947988344
S1-316291939,2,300,2,
S1-712474053,3,300,3,
S1-711977204,3,300,3,
S1-505287458,5,300,5,
S1-122117256,4,16,4,
S1-174746495,5,300,5,
S1-167118461,1,300,1,
S1-353903397,3,153,3,
S1-190116026,3,300,3,
S1-362682698,5,300,5,
S1-214325075,2,300,2,
S1-208665509,4,300,4,
S1-156450758,4,300,4,
S1-778334242,5,300,5,
S1-248763227,7,300,7,
S1-636286221,7,300,7,
S1-61168062,8,300,7,S3-16127128
S1-331783852,4,300,4,
S1-550498015,2,300,2,
S1-404384247,2,300,2,
S1-656204611,6,300,6,
S1-419451384,6,300,6,
S1-577075120,4,300,4,
S1-287275720,4,207,4,
S1-45265739,6,300,6,
S1-417239690,2,300,2,
S1-806558932,3,300,3,
S1-938187828,4,300,4,
S1-245562134,2,300,2,
S1-893682904,4,300,4,
S1-809112181,6,300,6,
S1-205082772,5,300,5,
S1-557742262,5,196,5,
S1-615021219,5,300,5,
S1-241778785,2,300,2,
S1-365088218,2,300,2,
S1-943835374,1,300,1,
S1-583074650,2,228,2,
S1-659023146,0,300,0,
S1-344510854,4,213,4,
S1-294724896,2,300,2,
S1-718694800,3,300,3,
S1-789074639,3,300,3,
S1-845436257,3,300,3,
S1-600922979,4,300,4,
S1-587776791,3,300,3,
S1-531565187,3,300,3,
S1-953397151,0,300,0,
S1-602517693,0,300,0,
S1-748023157,3,300,3,
S1-924419370,4,231,4,
S1-764923703,3,300,3,
S1-379017880,3,300,3,
S1-451677000,4,300,4,
S1-921289911,3,300,3,
S1-158119201,3,300,3,
S1-175346169,4,300,4,
S1-276204356,5,300,5,
S1-406581457,2,300,2,
S1-137066569,7,300,7,
S1-26116612,3,300,3,
S1-95925914,3,300,3,
S1-324916863,0,300,0,
S1-941257091,6,300,6,
S1-303019709,4,300,4,
S1-938463237,4,300,4,
S1-713614158,3,300,3,
S1-36464684,4,300,4,
S1-143033408,6,300,6,
S1-553681191,6,300,6,
S1-773173168,2,300,2,
S1-247962443,7,300,7,
S1-783629297,0,300,0,
S1-65689455,1,300,1,
S1-966041414,5,300,5,
S1-783349270,2,300,2,
S1-961061489,4,300,4,
S1-786630209,4,300,4,
S1-96586574,1,300,1,
S1-977489442,4,300,4,
S1-841754396,2,300,1,S2-283767942
S1-89633298,5,300,4,S2-724083216
S1-281590424,2,300,2,
S1-349508733,6,300,6,
S1-887766825,2,300,2,
S1-319800866,8,300,8,
S1-510180901,3,300,3,
S1-596706193,6,300,6,
S1-786576765,3,300,3,
S1-673257015,3,300,3,
S1-400117941,0,300,0,
S1-380676531,1,300,1,
S1-7345095,2,300,2,
S1-807263703,3,227,3,
S1-618722729,0,300,0,
S1-108038344,3,300,3,
S1-704937475,5,300,5,
S1-367082667,3,300,3,
S1-934355427,2,300,2,
S1-767560808,2,300,2,
S1-995479905,2,300,2,
S1-873729299,3,300,3,
S1-944004676,3,300,3,
S1-501748364,5,300,5,
S1-603306167,6,300,6,
S1-547482582,2,300,2,
S1-600235750,3,300,3,
S1-332727773,5,300,5,
S1-160728086,2,300,1,S2-85324021
S1-494594563,3,300,3,
S1-102727134,3,300,3,
S1-657086753,2,300,2,
S1-578328744,3,300,3,
S1-241079404,2,300,2,
S1-521504983,3,300,3,
S1-3320478,4,300,4,
S1-702324451,4,300,2,"S3-282861303,S3-637028503"
S1-661648344,5,300,5,
S1-513376474,3,300,3,
S1-236210087,3,300,3,
S1-62671578,4,300,4,
S1-73537567,5,300,5,
S1-36829566,3,300,3,
S1-294145881,0,300,0,
S1-547371569,4,300,4,
S1-542247898,5,300,5,
S1-201599397,5,300,5,
S1-516677536,5,300,5,
S1-488408358,3,130,3,
S1-299566676,3,300,3,
S1-179671672,1,300,1,
S1-626174279,5,300,5,
S1-43194397,3,300,3,
S1-982772942,3,97,3,
S1-72919637,3,300,3,
S1-40693079,1,300,1,
S1-288015975,3,300,3,
S1-886666266,2,300,2,
S1-659013157,3,154,3,
S1-987385266,3,300,3,
S1-712374187,4,300,4,
S1-152201164,4,300,4,
S1-404952507,2,300,2,
S1-232666004,5,300,5,
S1-64098764,2,300,2,
S1-834338858,4,300,4,
S1-5736235,3,300,3,
S1-406529764,5,300,4,S2-45762882
S1-918266076,3,300,3,
S1-192293761,0,300,0,
S1-986608958,6,300,6,
S1-437775630,2,300,2,
S1-866424096,3,300,3,
S1-233597181,5,300,5,
S1-311525197,2,300,2,
S1-85175963,2,300,2,
S1-625854320,5,300,5,
S1-231157042,4,300,4,
S1-451276902,4,300,4,
S1-159245837,2,300,2,
S1-165030262,4,300,4,
S1-916579011,5,300,5,
S1-871844574,3,300,3,
S1-306574958,4,300,4,
S1-355610053,1,300,1,
S1-426027439,3,264,2,S3-847956129
S1-475015309,1,300,1,
