source1_entity_id,true_match_count,candidate_count,hits,missed_target_ids
S1-627634738,2,300,2,
S1-312584248,3,300,3,
S1-223526526,3,229,3,
S1-740187249,5,300,5,
S1-305754431,4,300,4,
S1-188347906,3,300,3,
S1-321171093,2,300,2,
S1-848689221,3,300,3,
S1-545946325,3,300,3,
S1-237024775,4,300,4,
S1-755945796,5,300,5,
S1-82020376,4,300,4,
S1-559544579,2,300,2,
S1-769860133,6,300,6,
S1-24658556,4,300,4,
S1-88296899,4,300,4,
S1-278435367,5,300,5,
S1-797537926,3,300,3,
S1-650488292,2,300,2,
S1-645088182,5,101,5,
S1-729769117,0,300,0,
S1-504199726,2,210,2,
S1-235870887,4,300,4,
S1-624009197,3,300,3,
S1-287127451,6,300,6,
S1-814388706,0,300,0,
S1-945188081,2,300,2,
S1-903745516,3,300,3,
S1-636174694,1,300,1,
S1-661637432,3,169,3,
S1-711712219,2,300,2,
S1-422585271,5,300,5,
S1-716073421,4,300,3,S2-790401331
S1-734969032,8,300,8,
S1-560702426,3,300,3,
S1-399503570,5,300,5,
S1-97521162,2,300,2,
S1-200891790,4,199,4,
S1-380541393,5,300,4,S2-244558080
S1-155547529,4,300,4,
S1-305629727,3,300,3,
S1-897377364,3,300,3,
S1-428949621,3,300,3,
S1-295394035,3,139,3,
S1-56369821,6,300,6,
S1-436611196,3,300,3,
S1-184758851,5,300,5,
S1-770783794,2,300,2,
S1-313447749,4,300,4,
S1-205723471,4,300,4,
S1-160904258,3,300,3,
S1-663235966,5,206,5,
S1-678242111,3,300,3,
S1-416226544,4,200,4,
S1-57784453,2,300,2,
S1-720431985,5,300,5,
S1-912283011,5,300,5,
S1-127706384,5,300,5,
S1-446986009,3,300,3,
S1-709662704,3,300,3,
S1-733513896,1,222,1,
S1-260616092,4,300,4,
S1-620322480,1,300,1,
S1-555453389,2,300,2,
S1-919562093,0,36,0,
S1-323404984,5,300,5,
S1-932294359,4,300,4,
S1-693544155,5,300,5,
S1-165815251,4,300,4,
S1-310651939,2,300,2,
S1-386578472,2,300,2,
S1-360662414,1,300,1,
S1-907451686,2,300,2,
S1-286550145,3,300,3,
S1-975467435,4,300,4,
S1-748553984,6,300,6,
S1-107525953,4,300,4,
S1-413165104,5,76,5,
S1-693466154,3,300,3,
S1-140193538,4,300,4,
S1-497560915,2,300,2,
S1-391863426,7,300,7,
S1-309872815,3,300,3,
S1-410456435,4,300,4,
S1-86749134,2,300,2,
S1-715822691,4,300,4,
S1-574899231,1,300,1,
S1-840156230,3,300,3,
S1-845586626,2,300,2,
S1-989519981,0,300,0,
S1-203773790,3,300,3,
S1-786364082,6,300,6,
S1-640561814,4,300,4,
S1-681616593,6,223,6,
S1-990902355,2,300,2,
S1-479847856,3,300,3,
S1-992963191,5,300,5,
S1-992660944,3,240,3,
S1-688304781,3,300,3,
S1-217183244,3,300,3,
S1-820803252,6,300,6,
S1-639790766,6,300,6,
S1-59245606,4,300,3,S3-337391318
S1-70847460,4,300,0,"S2-221723871,S2-428939997,S2-494894662,S3-990223692"
S1-56367460,4,300,4,
S1-708598158,2,300,2,
S1-308171738,2,300,2,
S1-744097938,3,300,3,
S1-894984539,3,300,3,
S1-185850075,5,300,5,
S1-887633626,5,300,5,
S1-74925508,2,300,2,
S1-573480696,2,300,2,
S1-206480211,2,300,2,
S1-750308809,4,300,4,
S1-472326538,5,300,5,
S1-20395271,3,300,3,
S1-72619616,5,300,5,
S1-297934952,2,300,2,
S1-676006355,3,300,3,
S1-998404378,5,300,5,
S1-725997125,1,300,1,
S1-870996182,2,300,2,
S1-999750493,3,300,3,
S1-916378331,4,300,4,
S1-7204476,7,300,7,
S1-576800387,1,65,1,
S1-665210389,5,300,5,
S1-63311942,2,300,2,
S1-369397009,4,300,4,
S1-937664558,5,300,4,S3-124063270
S1-720441066,1,300,1,
S1-885798186,0,300,0,
S1-727773750,4,300,4,
S1-424369572,3,300,3,
S1-711253198,4,300,4,
S1-313435647,3,300,3,
S1-251582678,3,300,3,
S1-113789399,3,300,3,
S1-615100202,3,300,3,
S1-974645600,0,300,0,
S1-467315820,3,300,3,
S1-325356510,5,300,5,
S1-961278243,4,300,4,
S1-661011780,0,300,0,
S1-141759328,1,300,1,
S1-727307336,5,89,5,
S1-370015709,2,300,2,
S1-808351874,4,300,4,
S1-453522784,0,130,0,
S1-361003888,6,300,6,
S1-517254986,3,227,3,
S1-56409073,4,300,4,
S1-735112857,4,300,4,
S1-469466359,5,300,5,
S1-583521663,4,300,3,S2-431239206
S1-922635970,3,300,3,
S1-961963740,6,300,6,
S1-544680916,3,300,3,
S1-538975478,4,300,4,
S1-842475892,8,300,8,
S1-488647602,2,300,2,
S1-97805450,6,300,5,S2-910480909
S1-185081898,4,300,4,
S1-81327405,5,300,5,
S1-975127452,3,300,3,
S1-297328651,4,300,4,
S1-128751940,1,300,1,
S1-401331546,4,300,4,
S1-420392701,3,300,3,
S1-543037816,1,300,1,
S1-993641232,7,300,5,"S3-178303810,S3-833285327"
S1-460815491,2,300,2,
S1-691394528,5,300,5,
S1-981595452,4,300,4,
S1-355322660,4,300,4,
S1-123549032,6,300,6,
S1-459418748,1,300,1,
S1-864618754,3,300,3,
S1-732514542,3,300,3,
S1-667995719,1,300,1,
S1-574621099,4,300,4,
S1-359858135,3,300,3,
S1-216234981,5,300,5,
S1-841038723,6,300,6,
S1-117155141,5,300,4,S3-530107586
S1-830501235,3,300,3,
S1-512409776,5,300,5,
S1-745924073,6,300,6,
S1-826445999,3,300,3,
S1-332099702,3,300,3,
S1-324685330,5,300,5,
S1-619950507,2,300,1,S3-642243505
S1-881702599,4,300,4,
S1-562474687,4,300,4,
S1-95039200,5,300,4,S3-664627465
S1-895408489,0,300,0,
S1-796754482,5,130,5,
S1-675358284,4,300,4,
S1-123012218,4,300,4,
S1-61070161,7,300,7,
S1-27217991,2,300,2,
S1-187728776,2,300,2,
S1-218384539,6,300,6,
S1-331567006,0,300,0,
S1-150200129,3,300,2,S2-979746338
S1-419042260,5,300,5,
S1-195223868,3,300,3,
S1-444342808,1,300,1,
S1-52821063,6,300,6,
S1-639063515,4,300,2,"S2-628713144,S3-516447056"
S1-433016342,3,300,3,
S1-556694914,0,300,0,
S1-377357003,1,300,1,
S1-131465181,2,300,2,
S1-861254464,5,300,5,
S1-22184516,3,300,3,
S1-713102898,4,300,4,
S1-842971076,2,300,2,
S1-277434557,3,300,3,
S1-949321480,5,300,5,
S1-260759871,4,300,4,
S1-134802034,4,300,4,
S1-22634894,5,300,5,
S1-169917613,6,300,6,
S1-245730601,4,300,4,
S1-261995209,2,300,2,
S1-909054655,4,300,4,
S1-616855575,2,300,2,
S1-977212919,3,300,3,
S1-859895731,3,300,3,
S1-169010820,4,300,4,
S1-40678200,1,300,1,
S1-311073928,4,300,4,
S1-566068236,4,300,4,
S1-313496393,3,300,3,
S1-573120268,4,300,4,
S1-462058879,3,300,3,
S1-977669280,5,300,5,
S1-800258076,3,300,3,
S1-470061525,1,300,1,
S1-835892502,4,300,4,
S1-880756949,1,300,1,
S1-423629031,3,300,3,
S1-871927085,4,300,4,
S1-493125238,6,300,6,
S1-40934459,2,300,2,
S1-442463770,2,300,2,
S1-578986539,2,300,2,
S1-555610969,2,300,2,
S1-218361014,4,300,4,
S1-577743004,0,300,0,
S1-668278148,2,300,2,
S1-458915444,3,300,3,
S1-23931117,5,300,5,
S1-553065390,4,300,4,
S1-451809463,4,300,4,
S1-528394411,1,300,1,
S1-540457458,2,300,2,
S1-633617282,4,300,4,
S1-536481361,5,300,5,
S1-493173182,4,280,4,
S1-377101688,3,300,3,
S1-629016141,3,282,3,
S1-176146362,7,300,7,
S1-139914996,4,300,4,
S1-528955992,2,300,2,
S1-632783676,3,300,3,
S1-265000368,4,300,4,
S1-230870720,2,300,2,
S1-102752531,2,13,2,
S1-939818160,4,300,4,
S1-855383932,4,300,3,S2-362126490
S1-654008366,4,300,4,
S1-583927841,2,300,2,
S1-254036415,4,300,4,
S1-390711765,2,300,2,
S1-907978275,3,300,3,
S1-457774538,2,300,2,
S1-953239295,5,300,5,
S1-723750695,6,300,6,
S1-620349777,2,300,2,
S1-935662525,4,300,4,
S1-561671573,2,221,2,
S1-997004125,0,300,0,
S1-460516964,5,300,5,
S1-113998242,5,300,5,
S1-464968743,2,300,2,
S1-41603723,5,300,5,
S1-71907997,6,300,3,"S2-314441511,S2-751140522,S2-92241540"
S1-88229399,1,300,1,
S1-197829286,4,300,4,
S1-429329058,2,300,2,
S1-139354137,2,300,2,
S1-815576817,4,300,4,
S1-729095513,3,300,3,
S1-238808076,2,300,2,
S1-503244598,4,300,4,
S1-10497080,4,300,4,
S1-295901044,7,300,7,
S1-390618737,3,300,3,
S1-734809123,5,300,5,
S1-550626038,6,300,6,
S1-669440800,8,300,8,
S1-91119623,2,300,2,
S1-796866294,5,300,5,
S1-216940615,5,300,5,
S1-700802431,3,300,3,
S1-425632622,2,120,2,
S1-510059425,3,300,3,
S1-93439060,5,300,5,
S1-276468974,4,300,4,
S1-169738990,4,300,4,
S1-793910767,2,300,2,
S1-555364388,8,300,8,
S1-237632321,5,300,5,
S1-370765583,2,300,1,S3-994341202
S1-520314782,7,300,7,
S1-746121820,3,300,3,
S1-688003773,4,300,4,
S1-861365786,5,300,5,
S1-374374816,2,300,2,
S1-426772864,3,300,3,
S1-208066291,4,300,4,
S1-56117785,2,300,2,
S1-386208726,5,300,5,
S1-819102259,3,300,3,
S1-123865612,1,300,1,
S1-70128532,3,123,3,
S1-263605694,4,300,4,
S1-984280894,3,300,3,
S1-277858194,4,300,2,"S2-870742349,S3-448878660"
S1-153350113,6,300,5,S3-614171276
S1-538184428,4,26,4,
S1-985103288,3,300,3,
S1-362396662,5,300,5,
S1-706294800,5,300,5,
S1-122038848,2,300,2,
S1-765616682,4,300,4,
S1-998601618,3,134,3,
S1-672627842,5,300,5,
S1-673286619,3,300,3,
S1-950472916,4,300,4,
S1-531809459,4,300,4,
S1-52354199,2,300,2,
S1-942473672,2,300,2,
S1-517915320,4,300,3,S2-341058712
S1-856748649,1,300,1,
S1-265774358,3,300,3,
S1-506801735,5,300,5,
S1-677014805,7,300,7,
S1-452807817,4,300,4,
S1-675007883,0,300,0,
S1-965881003,5,300,5,
S1-674705510,3,300,3,
S1-659983702,6,300,6,
S1-85860416,4,300,3,S2-687139221
S1-371761531,1,300,1,
S1-92361254,3,300,2,S2-439469942
S1-936934330,0,300,0,
S1-251047260,6,300,6,
S1-721793514,7,300,7,
S1-357749445,5,300,5,
S1-278029013,5,300,4,S3-907516911
S1-406367314,3,300,3,
S1-526284390,6,300,6,
S1-859187856,3,99,3,
S1-182733930,4,300,4,
S1-937116635,5,300,5,
S1-525870697,4,300,4,
S1-26840401,2,300,2,
S1-389123750,0,300,0,
S1-191098096,4,300,4,
S1-425154140,5,300,5,
S1-963936911,5,300,4,S2-818537273
S1-484566598,3,300,3,
S1-77454956,4,300,4,
S1-505582894,3,300,3,
S1-259292186,3,300,3,
S1-264476834,5,300,0,"S2-636162180,S2-723795098,S2-836035785,S3-289895103,S3-392848006"
S1-11961709,4,300,4,
S1-836619613,5,300,5,
S1-921789661,6,300,6,
S1-163474096,6,300,6,
S1-742870167,6,300,6,
S1-324024234,5,300,5,
S1-320951585,3,300,3,
S1-370012086,2,300,2,
S1-425868254,4,300,4,
S1-724657392,5,217,5,
S1-538418912,4,300,4,
S1-853811157,6,300,6,
S1-314229537,3,300,3,
S1-991563516,3,300,3,
S1-842030784,6,300,6,
S1-699855692,4,96,4,
S1-219446647,6,300,6,
S1-19852970,2,300,2,
S1-904721311,3,300,3,
S1-98917894,5,300,5,
S1-303109908,3,300,3,
S1-964610781,5,300,5,
S1-796870021,7,300,7,
S1-813005430,1,300,1,
S1-584478523,4,300,4,
S1-237125601,3,300,3,
S1-326771743,4,300,4,
S1-559213079,4,300,4,
S1-750211927,3,300,3,
S1-307939549,6,300,6,
S1-451999968,5,300,5,
S1-234630983,2,300,2,
S1-735973262,4,300,4,
S1-881087771,0,300,0,
S1-874731635,3,300,3,
S1-613345812,6,300,6,
S1-695408698,1,300,1,
S1-852205532,4,300,4,
S1-925953937,5,300,5,
S1-831610125,5,300,4,S3-168340500
S1-539341100,4,300,4,
S1-820136487,4,300,4,
S1-322462614,3,300,3,
S1-783812964,5,300,5,
S1-649177057,2,300,2,
S1-612672623,5,300,5,
S1-960568274,4,300,4,
S1-18243360,3,300,3,
S1-718056894,3,300,3,
S1-114582545,3,300,3,
S1-853209526,5,300,5,
S1-970772781,5,300,5,
S1-949769093,3,300,3,
S1-107229474,2,300,2,
S1-481020787,3,300,3,
S1-9056824,3,300,3,
S1-708099911,4,300,4,
S1-379426462,3,300,3,
S1-340490399,5,262,5,
S1-325918273,5,300,4,S3-898038973
S1-339988972,3,300,3,
S1-399185518,2,300,2,
S1-796154893,4,64,4,
S1-216841801,7,300,7,
S1-872599233,7,300,7,
S1-639207205,3,300,3,
S1-620854513,0,300,0,
S1-507016605,6,300,6,
S1-796890757,6,300,6,
S1-463299417,3,300,3,
S1-628461314,4,300,4,
S1-131067112,4,300,3,S3-955240680
S1-998701731,4,300,4,
S1-922661312,6,300,6,
S1-265854362,1,300,1,
S1-950823804,4,300,4,
S1-780642105,4,300,4,
S1-306521208,3,300,3,
S1-386517187,2,300,2,
S1-582046795,3,300,3,
S1-84347663,3,300,3,
S1-23512423,3,300,3,
S1-264220526,3,300,3,
S1-717864860,2,300,2,
S1-984705074,4,300,4,
S1-166265845,1,8,1,
S1-187071949,3,300,3,
S1-31391451,2,300,2,
S1-585086345,4,84,4,
S1-760033020,0,300,0,
S1-499875091,3,300,3,
S1-532718424,0,300,0,
S1-799669471,3,300,3,
S1-969392124,4,300,4,
S1-392430199,3,300,3,
S1-710777450,5,300,5,
S1-971271471,0,300,0,
S1-79980953,6,300,6,
S1-416496812,8,300,8,
S1-910403999,2,300,2,
S1-484964296,5,300,5,
S1-802954621,4,300,4,
S1-743049285,2,300,2,
S1-151103221,6,300,6,
S1-740349914,2,300,2,
S1-730602007,0,300,0,
S1-716842334,6,300,6,
S1-302662842,5,300,5,
S1-217683839,4,300,4,
S1-562954333,2,300,2,
S1-381426800,4,300,4,
S1-92184233,4,300,4,
S1-547409999,2,300,2,
S1-203146058,7,300,7,
S1-934756789,4,300,4,
S1-557888082,0,300,0,
S1-491958980,4,300,4,
S1-679563545,2,300,2,
S1-41702109,3,300,3,
S1-447088708,2,300,2,
S1-350053580,3,300,3,
S1-276607586,3,300,3,
S1-542048808,1,300,1,
S1-656191351,6,300,6,
S1-328929774,1,300,1,
S1-427045843,2,223,2,
S1-353636114,3,300,3,
S1-725802623,3,300,3,
S1-988001035,4,300,4,
S1-108976793,3,300,3,
S1-690606053,5,300,5,
S1-801318956,4,300,4,
S1-140216283,3,300,3,
S1-723686241,2,300,2,
S1-897128400,4,300,4,
S1-149333467,4,300,4,
S1-466811905,5,300,5,
S1-188499395,5,300,5,
S1-609442727,1,126,1,
S1-917736302,3,85,3,
S1-552411599,3,300,3,
S1-57376522,3,300,3,
S1-538167192,7,300,7,
S1-842219357,3,300,3,
S1-257309466,2,300,2,
S1-52750294,4,300,4,
S1-305047991,2,300,1,S3-23391898
S1-369225803,3,300,3,
S1-176755837,2,300,2,
S1-227315519,3,293,3,
S1-24980205,1,300,1,
S1-300782128,5,300,5,
S1-903582839,4,300,4,
S1-607395331,5,300,5,
S1-500958030,4,300,4,
S1-794051501,5,300,5,
S1-876826197,2,300,2,
S1-234432158,5,300,5,
S1-419580546,2,300,2,
S1-911627576,5,187,5,
S1-645883071,2,300,2,
S1-798383908,4,300,4,
S1-906068145,6,300,6,
S1-559916841,3,300,3,
S1-591069377,5,300,5,
S1-607892468,5,300,5,
S1-797795412,6,300,6,
S1-572503366,4,300,4,
S1-409283496,2,300,2,
S1-972416859,3,300,3,
S1-228209915,2,300,2,
S1-595586780,0,300,0,
S1-886434767,5,300,5,
S1-787556391,6,300,6,
S1-558833045,6,300,6,
S1-528543290,3,300,3,
S1-600948943,5,300,5,
S1-479977455,2,300,2,
S1-58570296,7,300,7,
S1-363831893,3,300,3,
S1-425020508,4,300,4,
S1-420646579,3,300,2,S2-309424187
S1-682975833,1,300,1,
S1-253466331,3,300,3,
S1-346174094,5,300,5,
S1-353793044,0,300,0,
S1-644680233,4,300,4,
S1-512179225,3,300,3,
S1-494629826,6,300,4,"S3-1392236,S3-859060722"
S1-203917594,3,300,3,
S1-978388543,2,300,2,
S1-929119019,3,300,3,
S1-45090143,2,300,2,
S1-948078101,2,300,2,
S1-252090449,1,300,1,
S1-899663445,0,300,0,
S1-54937135,6,300,6,
S1-83105998,3,300,3,
S1-342741403,3,300,3,
S1-215058027,4,300,4,
S1-503641345,9,300,9,
S1-230215409,2,300,2,
S1-90588684,5,300,5,
S1-112728157,5,300,5,
S1-641332988,4,300,4,
S1-115254730,4,300,3,S3-190284004
S1-591183591,2,300,2,
S1-580714894,4,300,4,
S1-745458485,0,300,0,
S1-713084573,1,300,1,
S1-79281216,3,300,3,
S1-53918302,3,300,3,
S1-320925843,2,300,2,
S1-980695553,5,300,5,
S1-809309476,3,300,3,
S1-32065426,4,300,4,
S1-428273986,4,300,4,
S1-795349846,6,300,5,S2-833280972
S1-773157772,2,300,2,
S1-98561427,2,300,2,
S1-985545099,3,300,3,
S1-108910113,4,300,4,
S1-766293118,5,285,5,
S1-943092471,2,300,2,
S1-46231923,3,138,3,
S1-795191592,5,300,5,
S1-425186827,3,300,3,
S1-935450155,0,300,0,
S1-540996251,6,300,6,
S1-697116158,2,300,1,S3-579162663
S1-638404069,5,300,5,
S1-846466646,4,300,4,
S1-810456411,1,300,1,
S1-560358519,6,300,6,
S1-916567256,5,300,5,
S1-924844798,2,300,2,
S1-187109301,2,300,2,
S1-647720366,6,300,6,
S1-272677407,3,300,3,
S1-432840601,4,300,4,
S1-848673452,2,300,2,
S1-762605174,4,300,4,
S1-965539756,1,300,1,
S1-666605048,6,300,6,
S1-721448116,8,300,8,
S1-379704416,5,300,5,
S1-503913173,2,300,2,
S1-990825019,1,300,0,S2-122727764
S1-315154425,6,300,6,
S1-25077226,3,300,3,
S1-821304883,6,300,6,
S1-80693298,1,300,1,
S1-625441205,5,199,5,
S1-522378683,2,300,2,
S1-167361004,4,300,4,
S1-379533284,4,300,4,
S1-20298839,3,300,3,
S1-717742813,3,300,3,
S1-684687887,4,300,4,
S1-699593049,5,300,5,
S1-501418133,2,300,2,
S1-402686406,6,300,6,
S1-710271684,3,300,3,
S1-70441760,3,300,3,
S1-302496789,2,300,2,
S1-576707046,3,300,3,
S1-913578578,2,300,2,
S1-262276627,4,300,4,
S1-363196044,5,300,5,
S1-886042140,5,300,5,
S1-988632747,0,300,0,
S1-169600614,4,300,4,
S1-278254904,3,300,2,S3-870509697
S1-418244746,4,300,3,S3-415183986
S1-53302010,3,300,3,
S1-787440483,1,300,0,S3-828287417
S1-924060184,2,300,2,
S1-516718261,2,300,2,
S1-193678843,4,155,4,
S1-213661697,1,300,1,
S1-75688991,4,300,4,
S1-551317546,2,300,2,
S1-54984348,3,300,3,
S1-340408495,5,300,5,
S1-921606235,6,300,5,S2-957290012
S1-497367927,6,300,6,
S1-887006815,3,300,3,
S1-74343798,2,300,2,
S1-430382107,4,300,4,
S1-620780901,0,300,0,
S1-642526895,3,300,3,
S1-349815610,4,300,4,
S1-832133101,3,300,3,
S1-260779189,4,300,4,
S1-899981947,3,300,3,
S1-196168864,4,208,4,
S1-712949217,6,168,6,
S1-512974053,5,300,5,
S1-233646630,2,154,2,
S1-615660538,4,300,4,
S1-506437469,4,300,4,
S1-160368223,6,300,6,
S1-181933732,1,300,1,
S1-325218841,3,300,3,
S1-753950707,3,300,2,S3-591549272
S1-173661734,3,300,3,
S1-380850101,3,300,3,
S1-636763557,0,300,0,
S1-569680730,3,300,3,
S1-293840829,4,300,4,
S1-393284213,3,300,3,
S1-302771972,7,300,7,
S1-366677025,3,300,3,
S1-860512946,4,197,4,
S1-140649408,1,300,1,
S1-874569341,5,276,5,
S1-817613881,3,300,3,
S1-319994675,5,300,5,
S1-97029807,4,300,4,
S1-273913877,7,300,6,S2-442355234
S1-302383760,4,154,4,
S1-594681813,4,300,4,
S1-396256002,4,300,4,
S1-256682976,5,300,5,
S1-300265340,8,300,8,
S1-360792155,3,300,3,
S1-201286837,2,300,2,
S1-792208316,2,300,2,
S1-793360843,0,300,0,
S1-605800305,5,300,5,
S1-208889626,2,300,2,
S1-643054071,1,300,1,
S1-216049331,5,300,5,
S1-766203660,2,300,2,
S1-752991913,7,300,7,
S1-560521720,6,300,6,
S1-126174495,1,300,1,
S1-606317084,4,300,4,
S1-976128811,5,300,5,
S1-502952635,1,300,1,
S1-231721814,2,300,2,
S1-863859848,4,300,4,
S1-792932646,5,300,5,
S1-328214776,4,300,4,
S1-518644376,2,300,2,
S1-825773306,2,300,2,
S1-840469310,5,300,5,
S1-721000393,7,300,7,
S1-381419036,4,300,4,
S1-938502935,1,300,1,
S1-396730421,6,300,5,S3-379388183
S1-295683363,2,300,2,
S1-379791647,3,300,3,
S1-112601285,4,300,4,
S1-6173806,3,161,3,
S1-246512573,5,300,5,
S1-42211036,4,300,4,
S1-347523569,5,300,5,
S1-367151452,0,300,0,
S1-298171225,3,300,3,
S1-385664316,5,300,5,
S1-687216956,2,300,2,
S1-40216441,2,300,2,
S1-488188560,5,300,5,
S1-390924715,2,300,2,
S1-958070087,6,300,6,
S1-270155141,2,300,2,
S1-537264287,2,300,2,
S1-781641149,4,300,4,
S1-177764177,4,300,4,
S1-204162320,1,300,1,
S1-946912431,2,300,2,
S1-777194692,3,300,3,
S1-754702175,8,300,8,
S1-889278921,5,300,5,
S1-780360508,5,300,5,
S1-583116252,1,300,1,
S1-708637890,5,300,5,
S1-540051344,2,300,2,
S1-272921671,5,300,5,
S1-424027451,0,300,0,
S1-514017711,3,300,3,
S1-866655754,3,300,3,
S1-234163619,4,300,4,
S1-210113024,5,300,5,
S1-552651857,4,300,4,
S1-930566027,5,300,5,
S1-862653197,5,300,5,
S1-445572082,4,300,4,
S1-26599144,3,300,3,
S1-437824380,4,300,4,
S1-550540020,1,300,1,
S1-924067942,1,300,1,
S1-579175635,2,300,2,
S1-721976394,1,300,1,
S1-22937955,3,300,3,
S1-906726117,4,300,4,
S1-719307026,5,300,5,
S1-704826907,5,300,5,
S1-992199884,4,300,4,
S1-199203218,5,300,5,
S1-871346919,6,300,6,
S1-442354790,3,300,3,
S1-584129529,4,300,4,
S1-224255271,5,300,5,
S1-384664154,4,300,4,
S1-864928380,3,300,3,
S1-673389661,4,300,4,
S1-467622198,4,300,3,S3-406343273
S1-700818155,7,144,7,
S1-380995408,6,300,6,
S1-2089169,4,300,4,
S1-454832444,3,300,3,
S1-906106247,0,300,0,
S1-247934521,2,300,2,
S1-1576674,4,300,4,
S1-876809575,0,300,0,
S1-284946372,6,300,6,
S1-2119682,2,300,2,
S1-847771766,0,300,0,
S1-833863073,6,286,6,
S1-847238090,4,300,4,
S1-485462223,4,300,4,
S1-429451207,4,300,4,
S1-408065647,6,300,6,
S1-248765070,4,300,4,
S1-587594154,4,300,4,
S1-142023165,3,300,3,
S1-106625345,5,300,5,
S1-448732334,6,300,6,
S1-222680919,2,300,2,
S1-447231515,3,300,2,S3-357724002
S1-210356914,6,300,6,
S1-736698608,1,300,1,
S1-34887363,2,300,2,
S1-732214912,3,300,3,
S1-165226113,3,300,3,
S1-158391770,4,300,4,
S1-452567317,4,300,4,
S1-487545880,5,300,5,
S1-282672109,5,300,5,
S1-435112568,5,300,5,
S1-973602728,1,300,1,
S1-140995658,6,300,6,
S1-773670206,6,300,6,
S1-905159535,6,300,6,
S1-255323834,3,300,3,
S1-953267541,4,300,4,
S1-676013305,4,300,4,
S1-665444351,6,300,6,
S1-564664376,2,194,2,
S1-558945928,3,281,3,
S1-205148621,3,300,3,
S1-300509080,3,300,3,
S1-925802873,5,300,5,
S1-841491636,6,300,6,
S1-960300606,3,300,3,
S1-285521508,2,300,2,
S1-643882993,3,300,3,
S1-556733425,5,300,5,
S1-343516616,2,300,2,
S1-928578702,4,300,4,
S1-931193979,2,300,2,
S1-588690447,1,300,1,
S1-857320655,4,300,4,
S1-998700089,4,300,4,
S1-238914201,2,300,2,
S1-302130926,5,300,5,
S1-775013252,1,300,1,
S1-696598306,3,300,3,
S1-721798448,5,300,5,
S1-170898574,0,300,0,
S1-342815805,5,300,5,
S1-360773494,2,300,2,
S1-246910001,9,300,9,
S1-27520546,3,300,3,
S1-915869981,5,300,5,
S1-88596477,2,300,2,
S1-356641836,5,300,5,
S1-430795675,6,300,6,
S1-193045214,4,300,4,
S1-272062259,5,300,5,
S1-458926275,4,300,4,
S1-11345523,4,300,4,
S1-855159982,3,300,3,
S1-717275442,4,300,4,
S1-635133966,3,300,3,
S1-311370908,4,300,4,
S1-169262345,5,300,5,
S1-717974182,5,300,5,
S1-214904651,3,300,3,
S1-119345726,5,300,4,S2-475280387
S1-106051118,2,300,2,
S1-492613445,4,300,4,
S1-914453476,2,166,2,
S1-495833354,3,300,3,
S1-294660816,5,191,5,
S1-540309872,2,300,2,
S1-590313362,0,300,0,
S1-120087097,5,300,5,
S1-674710194,2,206,2,
S1-708312179,3,300,3,
S1-512064240,4,300,4,
S1-945275576,3,300,3,
S1-826138740,4,300,4,
S1-902631421,0,300,0,
S1-235170644,4,300,4,
S1-53391335,2,300,2,
S1-637719981,3,300,2,S3-425947510
S1-753421598,6,300,6,
S1-696807649,3,300,3,
S1-298023470,3,300,3,
S1-685214199,2,300,2,
S1-318327213,2,300,2,
S1-195671389,3,300,3,
S1-199794840,3,83,3,
S1-937198362,4,300,4,
S1-476624290,6,300,5,S3-766381014
S1-23158647,5,300,5,
S1-871663131,1,300,1,
S1-707274752,3,300,3,
S1-345493150,4,300,3,S3-955816949
S1-359853750,0,300,0,
S1-298590755,3,300,3,
S1-739739327,3,300,3,
S1-353716596,4,300,4,
S1-286867610,3,300,3,
S1-373397003,4,300,4,
S1-534247528,3,300,3,
S1-649393154,2,300,2,
S1-690854821,5,207,5,
S1-133007819,2,300,2,
S1-362561504,3,300,3,
S1-568166212,5,300,5,
S1-677002345,6,300,6,
S1-117098214,3,300,3,
S1-636166368,4,300,4,
S1-369383610,6,300,6,
S1-289920300,3,300,2,S3-977029019
S1-197309305,9,300,9,
S1-881367012,6,300,6,
S1-989697750,4,245,4,
S1-282394861,3,300,3,
S1-690723660,4,300,4,
S1-781175129,2,300,2,
S1-625188256,2,300,2,
S1-72057568,2,300,2,
S1-332242401,3,300,3,
S1-401134786,5,300,5,
S1-812788476,5,300,5,
S1-942115332,1,300,0,S3-144870539
S1-655117116,3,300,3,
S1-652473459,2,300,2,
S1-65383738,4,300,4,
S1-432507557,4,300,4,
S1-429783587,5,300,5,
S1-5539931,2,300,2,
S1-156426515,5,300,5,
S1-655668718,4,300,3,S3-913196866
S1-565831194,4,300,4,
S1-480015145,4,300,4,
S1-70993769,3,300,3,
S1-744721374,5,300,5,
S1-206350640,4,300,4,
S1-262716767,0,300,0,
S1-744010253,4,300,4,
S1-370984932,3,300,3,
S1-153012941,2,300,1,S2-630654780
S1-234582622,5,300,5,
S1-362836632,2,300,2,
S1-824334921,3,300,3,
S1-235665562,7,300,7,
S1-654301110,2,300,2,
S1-162763713,5,273,5,
S1-231204011,3,300,3,
S1-240598412,6,300,6,
S1-959114756,4,300,4,
S1-631057198,6,300,6,
S1-804401917,3,126,3,
S1-458807627,4,300,4,
S1-470532721,2,300,2,
S1-107986021,4,300,4,
S1-899039476,3,24,3,
S1-970539525,4,112,4,
S1-649681537,2,300,1,S3-456475361
S1-714634172,2,300,2,
S1-574790506,6,300,6,
S1-670028704,3,300,3,
